0,10835480_v0.xml,1,Anopheles,O
1,10835480_v0.xml,1,stephensi,O
2,10835480_v0.xml,1,Dox-A2,B
3,10835480_v0.xml,1,shares,O
4,10835480_v0.xml,1,common,O
5,10835480_v0.xml,1,ancestry,O
6,10835480_v0.xml,1,with,O
7,10835480_v0.xml,1,genes,O
8,10835480_v0.xml,1,from,O
9,10835480_v0.xml,1,distant,O
10,10835480_v0.xml,1,groups,O
11,10835480_v0.xml,1,of,O
12,10835480_v0.xml,1,eukaryotes,O
13,10835480_v0.xml,1,encoding,O
14,10835480_v0.xml,1,a,O
15,10835480_v0.xml,1,26S,O
16,10835480_v0.xml,1,proteasome,O
17,10835480_v0.xml,1,subunit,O
18,10835480_v0.xml,1,and,O
19,10835480_v0.xml,1,is,O
20,10835480_v0.xml,1,in,O
21,10835480_v0.xml,1,a,O
22,10835480_v0.xml,1,conserved,O
23,10835480_v0.xml,1,gene,O
24,10835480_v0.xml,1,cluster,O
25,10835480_v0.xml,1,.,O
26,10835480_v0.xml,2,The,O
27,10835480_v0.xml,2,sequence,O
28,10835480_v0.xml,2,of,O
29,10835480_v0.xml,2,a,O
30,10835480_v0.xml,2,cloned,O
31,10835480_v0.xml,2,Anopheles,O
32,10835480_v0.xml,2,stephensi,O
33,10835480_v0.xml,2,gene,O
34,10835480_v0.xml,2,showed,O
35,10835480_v0.xml,2,72,O
36,10835480_v0.xml,2,%,O
37,10835480_v0.xml,2,inferred,O
38,10835480_v0.xml,2,amino,O
39,10835480_v0.xml,2,acid,O
40,10835480_v0.xml,2,identity,O
41,10835480_v0.xml,2,with,O
42,10835480_v0.xml,2,Drosophila,O
43,10835480_v0.xml,2,melanogaster,O
44,10835480_v0.xml,2,Dox-A2,B
45,10835480_v0.xml,2,and,O
46,10835480_v0.xml,2,93,O
47,10835480_v0.xml,2,%,O
48,10835480_v0.xml,2,with,O
49,10835480_v0.xml,2,its,O
50,10835480_v0.xml,2,putative,O
51,10835480_v0.xml,2,ortholog,O
52,10835480_v0.xml,2,in,O
53,10835480_v0.xml,2,Anopheles,O
54,10835480_v0.xml,2,gambiae,O
55,10835480_v0.xml,2,.,O
56,10835480_v0.xml,3,Dox-A2,B
57,10835480_v0.xml,3,is,O
58,10835480_v0.xml,3,the,O
59,10835480_v0.xml,3,reported,O
60,10835480_v0.xml,3,but,O
61,10835480_v0.xml,3,herein,O
62,10835480_v0.xml,3,disputed,O
63,10835480_v0.xml,3,structural,O
64,10835480_v0.xml,3,locus,O
65,10835480_v0.xml,3,for,O
66,10835480_v0.xml,3,diphenol,B
67,10835480_v0.xml,3,oxidase,I
68,10835480_v0.xml,3,A2,I
69,10835480_v0.xml,3,.,O
70,10835480_v0.xml,4,Database,O
71,10835480_v0.xml,4,searches,O
72,10835480_v0.xml,4,identified,O
73,10835480_v0.xml,4,Dox-A2,B
74,10835480_v0.xml,4,related,O
75,10835480_v0.xml,4,gene,O
76,10835480_v0.xml,4,sequences,O
77,10835480_v0.xml,4,from,O
78,10835480_v0.xml,4,15,O
79,10835480_v0.xml,4,non-insect,O
80,10835480_v0.xml,4,species,O
81,10835480_v0.xml,4,from,O
82,10835480_v0.xml,4,diverse,O
83,10835480_v0.xml,4,groups,O
84,10835480_v0.xml,4,.,O
85,10835480_v0.xml,5,Phylogenetic,O
86,10835480_v0.xml,5,trees,O
87,10835480_v0.xml,5,based,O
88,10835480_v0.xml,5,on,O
89,10835480_v0.xml,5,alignments,O
90,10835480_v0.xml,5,of,O
91,10835480_v0.xml,5,inferred,O
92,10835480_v0.xml,5,protein,O
93,10835480_v0.xml,5,sequences,O
94,10835480_v0.xml,5,",",O
95,10835480_v0.xml,5,DNA,O
96,10835480_v0.xml,5,",",O
97,10835480_v0.xml,5,and,O
98,10835480_v0.xml,5,protein,O
99,10835480_v0.xml,5,motif,O
100,10835480_v0.xml,5,searches,O
101,10835480_v0.xml,5,and,O
102,10835480_v0.xml,5,protein,O
103,10835480_v0.xml,5,secondary,O
104,10835480_v0.xml,5,structure,O
105,10835480_v0.xml,5,predictions,O
106,10835480_v0.xml,5,produced,O
107,10835480_v0.xml,5,results,O
108,10835480_v0.xml,5,consistent,O
109,10835480_v0.xml,5,with,O
110,10835480_v0.xml,5,expectations,O
111,10835480_v0.xml,5,for,O
112,10835480_v0.xml,5,genes,O
113,10835480_v0.xml,5,that,O
114,10835480_v0.xml,5,are,O
115,10835480_v0.xml,5,orthologous,O
116,10835480_v0.xml,5,.,O
117,10835480_v0.xml,6,The,O
118,10835480_v0.xml,6,only,O
119,10835480_v0.xml,6,inconsistency,O
120,10835480_v0.xml,6,was,O
121,10835480_v0.xml,6,that,O
122,10835480_v0.xml,6,the,O
123,10835480_v0.xml,6,C-terminus,O
124,10835480_v0.xml,6,appears,O
125,10835480_v0.xml,6,to,O
126,10835480_v0.xml,6,be,O
127,10835480_v0.xml,6,more,O
128,10835480_v0.xml,6,primitive,O
129,10835480_v0.xml,6,in,O
130,10835480_v0.xml,6,the,O
131,10835480_v0.xml,6,yeasts,O
132,10835480_v0.xml,6,than,O
133,10835480_v0.xml,6,in,O
134,10835480_v0.xml,6,plants,O
135,10835480_v0.xml,6,.,O
136,10835480_v0.xml,7,In,O
137,10835480_v0.xml,7,mammals,O
138,10835480_v0.xml,7,",",O
139,10835480_v0.xml,7,plants,O
140,10835480_v0.xml,7,",",O
141,10835480_v0.xml,7,and,O
142,10835480_v0.xml,7,yeast,O
143,10835480_v0.xml,7,these,O
144,10835480_v0.xml,7,genes,O
145,10835480_v0.xml,7,have,O
146,10835480_v0.xml,7,been,O
147,10835480_v0.xml,7,shown,O
148,10835480_v0.xml,7,to,O
149,10835480_v0.xml,7,code,O
150,10835480_v0.xml,7,for,O
151,10835480_v0.xml,7,a,O
152,10835480_v0.xml,7,non-ATPase,O
153,10835480_v0.xml,7,subunit,O
154,10835480_v0.xml,7,of,O
